country,index,name,n_turbines,power_mw,status,year,dist_coast,area_sqkm,lat,lon,2025,2030,2035,2040
Sweden,333,Galatea-Galene,,1250.0,Planned,,23454.8006951,,56.879999998169176,11.940000000000003,0.0,0.0,0.0,0.0
Sweden,335,Poseidon Nord,,800.0,Planned,,28341.569528,,57.95999999829414,10.910000000000009,0.0,0.0,0.0,0.0
Sweden,336,Poseidon Syd,,200.0,Planned,,23074.417115,,57.799999998276625,11.120000000000001,0.0,0.0,0.0,0.0
Sweden,344,Västvind,,1000.0,Planned,,19395.202108,,57.77999999827441,11.219999999999995,0.0,0.0,0.0,0.0
Sweden,345,Vidar,,1400.0,Planned,,31072.1627684,,58.63999999836507,10.500000000000002,0.0,0.0,0.0,0.0
Netherlands,NL1,NL1,,,Speculation,,,,53.1855,3.2902,0.0,0.0,2622.222222222222,2622.222222222222
Netherlands,NL2,NL2,,,Speculation,,,,53.3104,4.0976,0.0,0.0,0.0,2622.222222222222
Netherlands,NL3,NL3,,,Speculation,,,,54.0066,3.8664,0.0,0.0,0.0,2622.222222222222
Netherlands,NL4,NL4,,,Speculation,,,,54.4691,4.8001,0.0,0.0,0.0,2622.222222222222
Netherlands,NL5,NL5,,,Speculation,,,,53.8682,5.6135,0.0,0.0,0.0,2622.222222222222
Denmark,DK1,DK1,,,Speculation,,,,56.4,5.9651,0.0,0.0,1875.0,3750.0
Denmark,DK2,DK2,,,Speculation,,,,56.4569,6.9647,0.0,0.0,1875.0,3750.0
Germany,DE1,DE1,,,Speculation,,,,54.7949,6.333,0.0,0.0,2500.0,5000.0
Germany,DE2,DE2,,,Speculation,,,,55.1166,6.4594,0.0,0.0,2500.0,5000.0
Germany,DE3,DE3,,,Speculation,,,,55.1857,5.5202,0.0,0.0,2500.0,5000.0
Germany,DE4,DE4,,,Speculation,,,,54.9592,5.1467,0.0,0.0,2500.0,5000.0
Belgium,BE1,BE1,,,Speculation,,,,51.5554,2.4774,0.0,0.0,2000.0,2000.0
Norway,NO0,Nordavind B,,,Speculation,,,,71.77702737,27.75296304,0.0,0.0,0.0,500.0
Norway,NO1,Nordavind D,,,Speculation,,,,71.44972828,18.80136939,0.0,0.0,0.0,500.0
Norway,NO2,Nordvest A,,,Speculation,,,,66.23346252,9.580682563,0.0,0.0,1500.0,2000.0
Norway,NO3,Nordvest C,,,Speculation,,,,63.77727349,6.647918674,0.0,0.0,0.0,3000.0
Norway,NO4,Vestavind A,,,Speculation,,,,61.98188847,3.705499849,0.0,0.0,0.0,1500.0
Norway,NO5,Vestavind B,,,Speculation,,,,61.05563737,3.617045878,0.0,0.0,0.0,3000.0
Norway,NO6,Vestavind F,,,Speculation,,,,59.2924674,4.486899244,0.0,1000.0,2000.0,2000.0
Norway,NO7,Vestavind E,,,Speculation,,,,59.11131655,3.852830719,0.0,0.0,0.0,2500.0
Norway,NO8,Sørvest B,,,Speculation,,,,57.3480636,3.360271522,0.0,0.0,1500.0,3000.0
Norway,NO9,Sørvest C,,,Speculation,,,,57.03010167,3.885691333,0.0,0.0,3000.0,3000.0
Norway,NO10,Sørvest F,,,Speculation,,,,56.81703138,4.872008852,0.0,1500.0,6000.0,6000.0
Norway,NO11,Sønnavind A,,,Speculation,,,,57.51624269,7.391032075,0.0,0.0,1500.0,3000.0
